8.549074498923276977e-01,8.549074498923276977e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.892186739415961938e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01,1.092154091060564269e-01
1.767938580261022352e+00,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,9.380460975990523309e-02,5.937603506425137567e-03
1.800035138622184672e+00,1.037686163768809511e+00,1.037686163768809511e+00,1.037686163768809511e+00,1.037686163768809511e+00,1.037686163768809511e+00,1.971501975515987937e-02,1.971501975515987937e-02,1.971501975515987937e-02,1.602666678877984197e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02,1.113930084075587246e-02
9.510622729691800004e-01,5.329886141324680082e-01,1.069700010561507320e-01,1.069700010561507320e-01,1.069700010561507320e-01,7.438679890976995779e-02,7.438679890976995779e-02,7.438679890976995779e-02,7.438679890976995779e-02,7.438679890976995779e-02,2.618892603546374431e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02,1.900273839171617851e-02
1.490885262562270608e+00,7.484132913627639105e-01,4.692858263419541487e-01,4.692858263419541487e-01,4.692858263419541487e-01,4.692858263419541487e-01,2.615357567828855423e-01,2.615357567828855423e-01,2.615357567828855423e-01,2.615357567828855423e-01,2.615357567828855423e-01,2.615357567828855423e-01,2.615357567828855423e-01,1.028043791961583686e-01,1.028043791961583686e-01,1.028043791961583686e-01,1.028043791961583686e-01,1.028043791961583686e-01,1.028043791961583686e-01,1.028043791961583686e-01,1.028043791961583686e-01,1.615498276497540076e-02,1.615498276497540076e-02,1.615498276497540076e-02,1.615498276497540076e-02,1.615498276497540076e-02,1.615498276497540076e-02,1.615498276497540076e-02,1.615498276497540076e-02,1.615498276497540076e-02
1.472099178297543887e+00,3.034604115633938726e-01,3.034604115633938726e-01,2.510124765821650783e-01,2.510124765821650783e-01,2.510124765821650783e-01,2.510124765821650783e-01,2.510124765821650783e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.210289572057616780e-01,1.932332771809619487e-02,1.932332771809619487e-02,1.932332771809619487e-02,1.207899669604994841e-03
9.711226162173485221e-01,7.054387552056491373e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.960577459876993167e-01,1.014340029341784799e-01,2.481842567822267753e-02,2.481842567822267753e-02,2.481842567822267753e-02,2.481842567822267753e-02,2.481842567822267753e-02,2.481842567822267753e-02,2.481842567822267753e-02,2.481842567822267753e-02
8.044901708555753927e-01,2.295302207963105801e-01,1.085785912627654781e-01,1.085785912627654781e-01,5.423052547601869833e-02,3.587977434323708081e-02,3.587977434323708081e-02,3.587977434323708081e-02,3.587977434323708081e-02,1.700750692041630430e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02,1.238825272046595316e-02
2.135800070661615813e+00,2.135800070661615813e+00,1.411444535941219769e+00,1.411444535941219769e+00,1.411444535941219769e+00,1.712888287158760292e-01,1.712888287158760292e-01,1.633124477565166544e-01,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02,5.795531233831319184e-02
2.414249038015531923e+00,2.414249038015531923e+00,1.707476636433753470e+00,4.811877363610652658e-01,4.807488868432545637e-01,3.429804686508157729e-01,3.429804686508157729e-01,3.429804686508157729e-01,3.429804686508157729e-01,3.429804686508157729e-01,1.616411976165705866e-01,1.616411976165705866e-01,1.616411976165705866e-01,1.616411976165705866e-01,1.616411976165705866e-01,1.616411976165705866e-01,1.616411976165705866e-01,1.616411976165705866e-01,1.206745727277338531e-01,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03,3.932761266912887521e-03
