3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,2.706924824060187120e+02,2.706924824060187120e+02,2.706924824060187120e+02,2.706924824060187120e+02,2.706924824060187120e+02
2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.276933868417125950e+02
4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,2.114456341384455982e+02,2.114456341384455982e+02,2.114456341384455982e+02,2.114456341384455982e+02,2.114456341384455982e+02
3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02,1.083504607086074429e+02
1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02,1.235471483881985932e+02
4.249340655772923583e+02,4.249340655772923583e+02,3.512032727281603002e+02,3.512032727281603002e+02,3.512032727281603002e+02,3.512032727281603002e+02,3.512032727281603002e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02,1.439358765292710132e+02
4.290190476859714863e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,1.510506231981531755e+02,5.252379529573454420e+01,5.252379529573454420e+01,5.252379529573454420e+01
2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02
3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02
3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02
2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02,2.487793966905724119e+02
2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,2.560753181814125128e+02,1.101005152283978532e+02,1.101005152283978532e+02,1.101005152283978532e+02,1.101005152283978532e+02,1.101005152283978532e+02,1.101005152283978532e+02,1.101005152283978532e+02,8.866320805940983973e+01,8.866320805940983973e+01
2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02,2.621710049312165438e+02
1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02,1.350828717384644051e+02
4.338034045583659690e+02,4.338034045583659690e+02,4.338034045583659690e+02,4.338034045583659690e+02,4.338034045583659690e+02,4.338034045583659690e+02,4.338034045583659690e+02,4.338034045583659690e+02,4.338034045583659690e+02,4.338034045583659690e+02,3.815546543316970656e+02,3.815546543316970656e+02,3.815546543316970656e+02,3.815546543316970656e+02,3.815546543316970656e+02,3.815546543316970656e+02,3.815546543316970656e+02,3.815546543316970656e+02,3.597871720248533620e+02,3.597871720248533620e+02
2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02,2.842756354845161013e+02
