3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02,3.704651026412494730e+02
2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02,2.669510074525916252e+02
4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,4.464945309272737859e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02,1.099621542598487167e+02
3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,3.866608290570967483e+02,1.020072681230034277e+02,1.020072681230034277e+02,1.020072681230034277e+02,1.020072681230034277e+02,1.020072681230034277e+02,1.020072681230034277e+02,1.020072681230034277e+02,1.020072681230034277e+02,1.020072681230034277e+02
1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02,1.281751826388000381e+02
4.249340655772923583e+02,4.249340655772923583e+02,4.249340655772923583e+02,4.249340655772923583e+02,2.922094246612059578e+02,2.922094246612059578e+02,2.922094246612059578e+02,2.922094246612059578e+02,2.922094246612059578e+02,2.922094246612059578e+02,2.922094246612059578e+02,2.922094246612059578e+02,1.387127860697626147e+01,1.387127860697626147e+01,1.387127860697626147e+01,1.387127860697626147e+01,1.387127860697626147e+01,1.387127860697626147e+01,1.387127860697626147e+01,1.387127860697626147e+01
4.290190476859714863e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02,1.510516016552932115e+02
2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,2.956100368832743470e+02,1.161033665371959387e+02,1.161033665371959387e+02,1.161033665371959387e+02,1.161033665371959387e+02,1.161033665371959387e+02
3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02,3.061936039811590717e+02
3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,3.625489284076641070e+02,1.398283759831359703e+02,1.398283759831359703e+02,1.398283759831359703e+02
