3.663514346780063846e+01,3.663514346780063846e+01,3.663514346780063846e+01,3.663514346780063846e+01,3.271510142381076491e+01,3.271510142381076491e+01,3.271510142381076491e+01,3.271510142381076491e+01,3.271510142381076491e+01,3.271510142381076491e+01,3.271510142381076491e+01,3.271510142381076491e+01,3.271510142381076491e+01,2.836147958862778751e+01,2.836147958862778751e+01,2.836147958862778751e+01,2.836147958862778751e+01,2.836147958862778751e+01,2.836147958862778751e+01,2.822896049049325384e+01,2.239217788663116693e+01,2.239217788663116693e+01,2.239217788663116693e+01,2.188415478622614074e+01,2.188415478622614074e+01,2.136065098468236556e+01,2.136065098468236556e+01,2.136065098468236556e+01,2.136065098468236556e+01,2.136065098468236556e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01,2.088483361458362708e+01
3.352687037016229255e+01,3.087421181441322204e+01,3.087421181441322204e+01,3.035948271753645145e+01,2.977734217293894403e+01,2.977734217293894403e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.720070596549351549e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01,2.158979953089311365e+01
3.535479947731230510e+01,3.120834730649675492e+01,2.680638273883782574e+01,2.680638273883782574e+01,2.680638273883782574e+01,2.680638273883782574e+01,2.342152943329506343e+01,2.342152943329506343e+01,2.342152943329506343e+01,2.187207014843804487e+01,2.187207014843804487e+01,2.187207014843804487e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01,2.129330014957618999e+01
3.542420312524191672e+01,2.678384487456076357e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.520171448595723263e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.406516504030712866e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01,2.121623727236722345e+01
3.273020568221735971e+01,3.273020568221735971e+01,2.764367465723677952e+01,2.764367465723677952e+01,2.764367465723677952e+01,2.764367465723677952e+01,2.764367465723677952e+01,2.764367465723677952e+01,2.764367465723677952e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01,2.518603974739239248e+01
3.178743772818058488e+01,3.178743772818058488e+01,3.151533591660911071e+01,3.151533591660911071e+01,3.151533591660911071e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.820461972766742065e+01,2.575600532560207512e+01,2.575600532560207512e+01,2.505186162861888022e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01,2.196105427637184704e+01
3.507779694719175723e+01,3.507779694719175723e+01,3.507779694719175723e+01,3.507779694719175723e+01,3.193608526601482467e+01,2.909994553953747953e+01,2.909994553953747953e+01,2.591309994818897522e+01,2.591309994818897522e+01,2.591309994818897522e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01,2.445640074377809725e+01
3.634117474080474608e+01,3.634117474080474608e+01,3.202917655050006118e+01,3.202917655050006118e+01,2.859558049290784965e+01,2.859558049290784965e+01,2.859558049290784965e+01,2.859558049290784965e+01,2.838163039403167787e+01,2.838163039403167787e+01,2.838163039403167787e+01,2.838163039403167787e+01,2.838163039403167787e+01,2.838163039403167787e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.471022934122480663e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01,2.054485635873946592e+01
3.248192955376393343e+01,3.248192955376393343e+01,3.248192955376393343e+01,3.075881423151623650e+01,3.075881423151623650e+01,2.993278295717322024e+01,2.993278295717322024e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.604916247646614735e+01,2.584296889876539538e+01,2.584296889876539538e+01,2.415869383239560264e+01,2.267426575211779394e+01,2.267426575211779394e+01,2.189108883995574217e+01,2.189108883995574217e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01,2.093922019602954876e+01
3.520887271912472727e+01,3.520887271912472727e+01,3.520887271912472727e+01,3.520887271912472727e+01,3.336005404353110038e+01,3.317671192184307216e+01,3.317671192184307216e+01,3.317671192184307216e+01,3.317671192184307216e+01,3.206244363693862454e+01,3.206244363693862454e+01,3.206244363693862454e+01,3.206244363693862454e+01,3.206244363693862454e+01,3.206244363693862454e+01,3.206244363693862454e+01,2.650316749259133786e+01,2.650316749259133786e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,2.609986401910636289e+01,1.740145895647452789e+01,1.740145895647452789e+01,1.740145895647452789e+01,1.740145895647452789e+01,1.740145895647452789e+01,1.740145895647452789e+01
