8.549074498923276977e-01,4.558375074114850989e-01,4.558375074114850989e-01,4.164642305832875202e-01,4.164642305832875202e-01,3.492511773197137792e-01,2.376811155689129151e-01,2.346094921615073936e-01,2.342194481664412464e-01,2.309787005852017572e-01,1.908031602311202057e-01,1.908031602311202057e-01,1.646948544878759080e-01,1.646948544878759080e-01,1.646948544878759080e-01,1.646948544878759080e-01,1.170857907541780207e-01,1.170857907541780207e-01,1.153073303502640812e-01,1.153073303502640812e-01,1.100801668358908358e-01,9.382580516316840757e-02,9.369197671983808817e-02,9.369197671983808817e-02,9.052096093528927412e-02,8.121730690814210618e-02,7.398154772387810496e-02,6.542793062439278273e-02,6.433478150800375772e-02,5.992073948085074875e-02
1.455380940624254826e+00,1.196827847519723598e+00,1.196827847519723598e+00,4.441254743784739389e-01,3.488113437603410638e-01,3.432375227599524514e-01,3.432375227599524514e-01,1.345898255829727219e-01,9.551502062807681881e-02,8.724739961810623612e-02,8.724739961810623612e-02,8.724739961810623612e-02,6.013443914374949628e-02,3.984349560031574811e-02,3.984349560031574811e-02,3.984349560031574811e-02,3.984349560031574811e-02,2.865603312177045225e-02,2.865603312177045225e-02,2.865603312177045225e-02,2.865603312177045225e-02,2.865603312177045225e-02,2.347847173656969488e-02,2.338955994695801621e-02,2.214227125420098474e-02,1.108597598438443299e-02,1.108597598438443299e-02,1.108597598438443299e-02,1.108597598438443299e-02,1.108597598438443299e-02
1.940266699490768243e+00,1.528053945040260153e+00,1.353185587473081597e+00,1.302404747091641113e+00,1.302404747091641113e+00,1.302404747091641113e+00,6.013962492492277434e-01,4.375462764177511232e-01,1.117768443032343129e-01,7.508494822932387791e-02,6.627297204755011606e-02,6.627297204755011606e-02,3.891480637127120445e-02,3.891480637127120445e-02,3.891480637127120445e-02,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03,7.058568058156744485e-03
1.933483559526924855e+00,1.298211981422531913e+00,7.528309345445736156e-01,3.762798599297196844e-01,2.839009103280698554e-01,2.595787347021749625e-01,2.595787347021749625e-01,1.999568904724959850e-01,1.233926232331636896e-01,1.229008752636886470e-01,1.194448187088568147e-01,1.158651480859411720e-01,1.126889228183118874e-01,9.499864859493323266e-02,8.071567811849966745e-02,7.765337577937803104e-02,7.445584950573191918e-02,6.946489925549759192e-02,6.946489925549759192e-02,6.946489925549759192e-02,6.746267867561650533e-02,6.460370759864142443e-02,6.460370759864142443e-02,6.460370759864142443e-02,3.334806173747173474e-02,3.186884251019117542e-02,3.186884251019117542e-02,3.186884251019117542e-02,2.508810732913513419e-02,2.508810732913513419e-02
1.026296300150899565e+00,1.026296300150899565e+00,4.609546586269965829e-01,4.318694773824360844e-01,4.318694773824360844e-01,2.989322161406224865e-01,2.952983375516375908e-01,2.916594281627742369e-01,2.915911053091386762e-01,2.890950916526486836e-01,2.890950916526486836e-01,2.866272540528322921e-01,2.780896890611259664e-01,2.744721447914093559e-01,2.744721447914093559e-01,2.464939427335099964e-01,2.125707086928154688e-01,2.019007178215961318e-01,1.744511091511218304e-01,1.744511091511218304e-01,1.657404038753513831e-01,1.657404038753513831e-01,1.657404038753513831e-01,1.597040289077225061e-01,1.597040289077225061e-01,1.403322486532743163e-01,9.881023865297233755e-02,9.008334996038813713e-02,8.835986116102700905e-02,7.919464800938413873e-02
2.322632043886899034e+00,1.408288098135352051e+00,4.347740616880559905e-01,1.866822662986722392e-01,1.866822662986722392e-01,1.802754860452937535e-01,1.802754860452937535e-01,1.639018767219573292e-01,1.564783977493879874e-01,1.504737928126256286e-01,1.272335425184349944e-01,1.246932083375558165e-01,9.604045047150622239e-02,7.918941697949444247e-02,5.897375179759256625e-02,5.897375179759256625e-02,5.897375179759256625e-02,4.893802442248684770e-02,4.876608810303473263e-02,4.876608810303473263e-02,4.876608810303473263e-02,4.115618243954743960e-02,3.989578321674080996e-02,3.829259742046708936e-02,3.829259742046708936e-02,2.571917501017262353e-02,2.571917501017262353e-02,2.558170494482592261e-02,2.558170494482592261e-02,1.295782146227475451e-02
1.229690770754741092e+00,1.229690770754741092e+00,3.985335326650552012e-01,2.444859666968950407e-01,2.369230353482416618e-01,1.792385153183215785e-01,1.792385153183215785e-01,1.699799177158669572e-01,1.673638605659943934e-01,1.513346160897812709e-01,1.495801387615878220e-01,1.495801387615878220e-01,1.303005542735982125e-01,1.294010884601135558e-01,1.130326542472999130e-01,1.128495585723241490e-01,1.110870482254213698e-01,9.823594745183328314e-02,9.823594745183328314e-02,9.823594745183328314e-02,9.823594745183328314e-02,8.205343879112225736e-02,8.205343879112225736e-02,5.890946571495003781e-02,5.890946571495003781e-02,4.411064541850695520e-02,4.381695348471392748e-02,4.381695348471392748e-02,9.248181417339296218e-03,9.248181417339296218e-03
8.044901708555753927e-01,2.623829366857366452e-01,2.309174199170933584e-01,2.309174199170933584e-01,1.559604867760935321e-01,1.555276958416884625e-01,1.072378878458182250e-01,1.066200330326623202e-01,1.066200330326623202e-01,1.060596234819004557e-01,1.044617047056943804e-01,4.436998865164998307e-02,3.316870896908330479e-02,3.316870896908330479e-02,3.316870896908330479e-02,3.316870896908330479e-02,3.316870896908330479e-02,3.316870896908330479e-02,3.316870896908330479e-02,3.316870896908330479e-02,3.316870896908330479e-02,2.378758458220620042e-02,2.378758458220620042e-02,2.293901608001824854e-02,2.250640835275818930e-02,2.190814723482681359e-02,2.190814723482681359e-02,1.582571461577542138e-02,1.582571461577542138e-02,1.582571461577542138e-02
2.619732579176285547e+00,2.485760166728044229e+00,1.986725308752395280e+00,1.802361741521605776e+00,1.547999266869474422e+00,1.462352340382313987e+00,1.218755375217384529e+00,9.636832230028375967e-01,9.636832230028375967e-01,9.636832230028375967e-01,9.478316335665901704e-01,9.478316335665901704e-01,8.984415795763913692e-01,8.984415795763913692e-01,8.984415795763913692e-01,8.984415795763913692e-01,8.984415795763913692e-01,8.984415795763913692e-01,7.827915013502173558e-01,7.827915013502173558e-01,7.827915013502173558e-01,7.827915013502173558e-01,2.427951168886508526e-01,2.315870689555756812e-01,2.878464517483436680e-02,2.878464517483436680e-02,1.387018939750550572e-02,1.387018939750550572e-02,1.387018939750550572e-02,1.387018939750550572e-02
2.460901152702389183e+00,2.280887276082383064e+00,2.229377144041646552e+00,1.669013444475656804e+00,1.376381719883503774e+00,1.198499881656574839e+00,1.031021566740634388e+00,1.031021566740634388e+00,8.312407577038736228e-01,8.312407577038736228e-01,8.312407577038736228e-01,8.312407577038736228e-01,8.312407577038736228e-01,8.312407577038736228e-01,7.818430615890199498e-01,7.818430615890199498e-01,7.818430615890199498e-01,7.818430615890199498e-01,7.818430615890199498e-01,7.818430615890199498e-01,7.818430615890199498e-01,6.860080593516904024e-01,6.814248252707182374e-01,5.567168481299082927e-01,5.567168481299082927e-01,2.727122081926411923e-01,2.406825269232659714e-01,2.023464133232124595e-01,1.338091184380552079e-02,1.338091184380552079e-02
