8.250684847822054024e-01,8.250684847822054024e-01,1.154070330002010536e-02,1.154070330002010536e-02,1.154070330002010536e-02,1.154070330002010536e-02,1.154070330002010536e-02,1.154070330002010536e-02,1.154070330002010536e-02,1.154070330002010536e-02
6.512045301602249481e-01,6.512045301602249481e-01,6.512045301602249481e-01,6.512045301602249481e-01,6.512045301602249481e-01,9.272355080516270220e-03,9.272355080516270220e-03,9.272355080516270220e-03,9.272355080516270220e-03,9.272355080516270220e-03
6.032488722603476461e+00,6.032488722603476461e+00,5.349195660293244892e+00,5.349195660293244892e+00,1.943473326556749647e+00,3.587808240583578723e-01,3.587808240583578723e-01,3.587808240583578723e-01,3.587808240583578723e-01,3.587808240583578723e-01
1.846945051980632968e-01,1.846945051980632968e-01,4.787065721432615106e-02,4.787065721432615106e-02,4.787065721432615106e-02,4.787065721432615106e-02,4.787065721432615106e-02,4.787065721432615106e-02,4.787065721432615106e-02,4.787065721432615106e-02
2.920241844380158991e+00,2.920241844380158991e+00,8.016372891100687070e-02,8.016372891100687070e-02,8.016372891100687070e-02,8.016372891100687070e-02,1.396477763610270983e-02,1.396477763610270983e-02,1.396477763610270983e-02,1.396477763610270983e-02
5.453641572295998330e+00,5.453641572295998330e+00,5.453641572295998330e+00,5.453641572295998330e+00,1.428772305912762164e-02,1.428772305912762164e-02,1.428772305912762164e-02,1.428772305912762164e-02,1.428772305912762164e-02,1.428772305912762164e-02
8.187697193330203405e-01,8.187697193330203405e-01,1.034092258248620055e-02,1.034092258248620055e-02,1.034092258248620055e-02,1.034092258248620055e-02,1.034092258248620055e-02,1.034092258248620055e-02,1.034092258248620055e-02,1.034092258248620055e-02
2.997043162802288663e-01,2.997043162802288663e-01,7.233144297919302801e-02,7.233144297919302801e-02,7.233144297919302801e-02,7.233144297919302801e-02,7.233144297919302801e-02,7.233144297919302801e-02,7.233144297919302801e-02,7.233144297919302801e-02
1.044352609003063037e-02,1.044352609003063037e-02,9.828385812810758182e-03,9.828385812810758182e-03,9.828385812810758182e-03,9.828385812810758182e-03,9.828385812810758182e-03,9.828385812810758182e-03,9.828385812810758182e-03,9.828385812810758182e-03
6.104482303417521294e+00,6.029359478404628270e+00,4.198589194335657027e+00,4.198589194335657027e+00,3.256973229006021597e-02,3.256973229006021597e-02,3.256973229006021597e-02,3.256973229006021597e-02,3.256973229006021597e-02,3.256973229006021597e-02
1.189937860237417766e-01,9.687283897468201843e-02,9.687283897468201843e-02,9.260155696159344529e-03,9.260155696159344529e-03,9.260155696159344529e-03,9.260155696159344529e-03,9.260155696159344529e-03,9.260155696159344529e-03,9.260155696159344529e-03
5.216230694983976512e+00,5.216230694983976512e+00,5.216230694983976512e+00,5.216230694983976512e+00,5.216230694983976512e+00,5.216230694983976512e+00,5.216230694983976512e+00,5.216230694983976512e+00,5.216230694983976512e+00,5.043674793757993768e+00
1.589916878893165020e-01,1.589916878893165020e-01,1.589916878893165020e-01,1.589916878893165020e-01,9.340748805572118840e-03,9.340748805572118840e-03,9.340748805572118840e-03,9.340748805572118840e-03,9.340748805572118840e-03,9.340748805572118840e-03
2.445475689213161274e-01,2.445475689213161274e-01,9.913518100939100464e-03,9.913518100939100464e-03,9.913518100939100464e-03,9.913518100939100464e-03,9.913518100939100464e-03,9.913518100939100464e-03,9.259958520859257192e-03,9.259958520859257192e-03
1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01
5.099995036696558515e+00,5.099995036696558515e+00,4.209183355390955228e-02,1.109992434726780886e-02,1.109992434726780886e-02,1.109992434726780886e-02,1.109992434726780886e-02,1.109992434726780886e-02,1.109992434726780886e-02,1.109992434726780886e-02
5.047875103708708622e+00,5.047875103708708622e+00,5.047875103708708622e+00,1.347433222321306800e+00,1.347433222321306800e+00,1.347433222321306800e+00,1.347433222321306800e+00,1.347433222321306800e+00,1.347433222321306800e+00,1.347433222321306800e+00
5.312210239466084616e+00,5.312210239466084616e+00,5.312210239466084616e+00,4.218530365722886977e+00,1.066691867742480149e+00,8.028237690180972663e-02,8.028237690180972663e-02,8.028237690180972663e-02,8.028237690180972663e-02,8.028237690180972663e-02
3.803137875039616311e+00,3.803137875039616311e+00,3.803137875039616311e+00,3.803137875039616311e+00,3.803137875039616311e+00,3.803137875039616311e+00,3.803137875039616311e+00,9.800405329285055700e-03,9.800405329285055700e-03,9.800405329285055700e-03
1.790399084313420985e-02,1.790399084313420985e-02,1.790399084313420985e-02,9.348811503378406940e-03,9.348811503378406940e-03,9.348811503378406940e-03,9.348811503378406940e-03,9.348811503378406940e-03,9.348811503378406940e-03,9.348811503378406940e-03
