8.250684847822054024e-01,8.250684847822054024e-01,2.650440441219181764e-02,2.650440441219181764e-02,2.650440441219181764e-02,2.650440441219181764e-02,9.260488401152677795e-03,9.260488401152677795e-03,9.260488401152677795e-03,9.260488401152677795e-03
6.512045301602249481e-01,6.512045301602249481e-01,7.478529107752684979e-02,1.049125146756857418e-02,1.049125146756857418e-02,1.049125146756857418e-02,1.049125146756857418e-02,9.262765406035988747e-03,9.262765406035988747e-03,9.262765406035988747e-03
6.032488660654566459e+00,6.032488660654566459e+00,5.288060121633471056e+00,7.590947589158663078e-01,1.321793863321119034e-02,1.321793863321119034e-02,1.321793863321119034e-02,1.321793863321119034e-02,1.321793863321119034e-02,1.321793863321119034e-02
6.342811258767788729e-01,6.342811258767788729e-01,6.342811258767788729e-01,9.261333941640081946e-03,9.261333941640081946e-03,9.261333941640081946e-03,9.261333941640081946e-03,9.261333941640081946e-03,9.261333941640081946e-03,9.261333941640081946e-03
1.919412116499329635e+00,8.404719338681587715e-02,8.404719338681587715e-02,8.404719338681587715e-02,8.404719338681587715e-02,8.404719338681587715e-02,1.317731034156910397e-02,1.317731034156910397e-02,1.317731034156910397e-02,1.317731034156910397e-02
5.453641572295998330e+00,5.059946372625164557e+00,5.059946372625164557e+00,5.059946372625164557e+00,4.447944516257607006e-02,4.447944516257607006e-02,9.410280057886133420e-03,9.410280057886133420e-03,9.410280057886133420e-03,9.410280057886133420e-03
8.997920932908796132e-01,1.020296513110885428e-02,1.020296513110885428e-02,1.020296513110885428e-02,1.020296513110885428e-02,1.020296513110885428e-02,9.488103961845517631e-03,9.326228595102570296e-03,9.326228595102570296e-03,9.326228595102570296e-03
2.997043162802288663e-01,2.997043162802288663e-01,2.198434862364617715e-02,2.198434862364617715e-02,2.198434862364617715e-02,2.198434862364617715e-02,9.400140876491214215e-03,9.400140876491214215e-03,9.400140876491214215e-03,9.400140876491214215e-03
1.044387352685838266e-02,1.044387352685838266e-02,1.044387352685838266e-02,1.044387352685838266e-02,1.044387352685838266e-02,1.044387352685838266e-02,9.281974425562999897e-03,9.281974425562999897e-03,9.281974425562999897e-03,9.271608962825084177e-03
6.104482490342838297e+00,6.029359481478145710e+00,4.198555282600014316e+00,4.198555282600014316e+00,3.257116857419806166e-02,1.685510203908879845e-02,1.685510203908879845e-02,1.685510203908879845e-02,1.685510203908879845e-02,1.685510203908879845e-02
1.189937860237417766e-01,1.189937860237417766e-01,1.189937860237417766e-01,9.269914964465719720e-03,9.269914964465719720e-03,9.269914964465719720e-03,9.269914964465719720e-03,9.269914964465719720e-03,9.269914964465719720e-03,9.269914964465719720e-03
5.216230694983976512e+00,1.923428463121840792e+00,9.038312989803198860e-02,9.038312989803198860e-02,2.553581932570025970e-02,9.278121812736017660e-03,9.262320141551150243e-03,9.262320141551150243e-03,9.262320141551150243e-03,9.262320141551150243e-03
1.589916878893165020e-01,1.589916878893165020e-01,1.589916878893165020e-01,1.589916878893165020e-01,6.354891241788696021e-02,6.354891241788696021e-02,6.354891241788696021e-02,9.270465500780034063e-03,9.270465500780034063e-03,9.270465500780034063e-03
2.445475689213161274e-01,4.005416678985618262e-02,4.005416678985618262e-02,4.005416678985618262e-02,4.005416678985618262e-02,4.005416678985618262e-02,9.264204808490106302e-03,9.264204808490106302e-03,9.264204808490106302e-03,9.264204808490106302e-03
1.502641999884470891e-01,1.502641999884470891e-01,1.502641999884470891e-01,1.505549769038339036e-02,1.505549769038339036e-02,9.280301931662293669e-03,9.280301931662293669e-03,9.280301931662293669e-03,9.280301931662293669e-03,9.280301931662293669e-03
5.099995036696558515e+00,5.099995036696558515e+00,8.018371805276292008e-02,8.018371805276292008e-02,1.577876042523485012e-02,1.577876042523485012e-02,1.577876042523485012e-02,9.260372375075043294e-03,9.260372375075043294e-03,9.260372375075043294e-03
5.047875085673340756e+00,5.047875085673340756e+00,5.047875085673340756e+00,8.003843359892082177e-01,8.003843359892082177e-01,1.855702458993278015e-01,1.855702458993278015e-01,9.651615504490784758e-03,9.651615504490784758e-03,9.262125295743217634e-03
5.312210239466084616e+00,5.312210239466084616e+00,2.135056603339251513e+00,1.884259177077129976e-01,1.479340378009119661e-02,1.479340378009119661e-02,1.479340378009119661e-02,1.479340378009119661e-02,1.479340378009119661e-02,1.479340378009119661e-02
2.211660650735883582e+00,2.722489746564864532e-01,2.722489746564864532e-01,1.959662370785686392e-02,1.959662370785686392e-02,1.959662370785686392e-02,1.959662370785686392e-02,1.959662370785686392e-02,1.959662370785686392e-02,1.959662370785686392e-02
1.790399084313420985e-02,1.790399084313420985e-02,1.790399084313420985e-02,1.790399084313420985e-02,9.283140855133709124e-03,9.283140855133709124e-03,9.283140855133709124e-03,9.283140855133709124e-03,9.283140855133709124e-03,9.283140855133709124e-03
